,Unnamed: 0,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,building_age,prop_type_1,prop_type_2,prop_type_3,prop_type_4,prop_type_5,prop_type_6,prop_type_7,PrimaryPropertyType_0,PrimaryPropertyType_1,PrimaryPropertyType_2,PrimaryPropertyType_3,PrimaryPropertyType_4,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,LargestPropertyUseType_0,LargestPropertyUseType_1,LargestPropertyUseType_2,LargestPropertyUseType_3,LargestPropertyUseType_4,LargestPropertyUseType_5,SecondLargestPropertyUseType_0,SecondLargestPropertyUseType_1,SecondLargestPropertyUseType_2,SecondLargestPropertyUseType_3,SecondLargestPropertyUseType_4,SecondLargestPropertyUseType_5,ThirdLargestPropertyUseType_0,ThirdLargestPropertyUseType_1,ThirdLargestPropertyUseType_2,ThirdLargestPropertyUseType_3,ThirdLargestPropertyUseType_4,ThirdLargestPropertyUseType_5,electricity_binary,natural_gas_binary,steam_binary,ENERGYSTARScore,TotalGHGEmissions,SiteEnergyUse(kBtu)
2002,2002,1,3,20897,0,20897,10228.0,3433.0,3400.0,110,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,75.0,17.79,964923.8125
2003,2003,1,2,36940,0,36940,36940.0,0.0,0.0,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,100.0,2.35,336745.4063
2004,2004,1,3,22866,0,22866,22866.0,0.0,0.0,103,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,20.76,1153690.125
2005,2005,1,1,30240,0,30240,32205.0,714.0,0.0,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,78.0,18.19,1264626.875
2006,2006,1,3,36148,0,36148,29513.0,6635.0,0.0,91,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,67.0,100.49,2214604.25
2007,2007,1,4,24153,0,24153,16554.0,7599.0,0.0,26,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,2.9,416566.1875
2008,2008,1,4,47332,12959,34373,33822.0,0.0,0.0,30,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,92.0,7.36,1056269.125
2009,2009,1,2,28586,0,28586,27022.0,0.0,0.0,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,75.0,35.4,5078204.0
2010,2010,0,6,46689,0,46689,36589.0,7000.0,0.0,30,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96.0,6.52,934621.1875
2011,2011,1,4,33887,0,33887,30387.0,2000.0,1750.0,107,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,12.0,85.88,2473814.25
2012,2012,1,3,28800,0,28800,21600.0,7200.0,0.0,108,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,75.0,190.45,4644346.0
2013,2013,1,3,25600,0,25600,25600.0,0.0,0.0,109,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,45.0,59.08,1324534.625
2014,2014,1,3,35202,0,35202,24227.0,9127.0,0.0,37,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,2.0,25.14,3605755.5
2015,2015,1,4,23150,0,23150,18100.0,2796.0,0.0,53,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,86.0,7.71,588492.5
2016,2016,1,4,37151,0,37151,37151.0,3127.0,0.0,56,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,94.0,25.44,1013823.0
2017,2017,1,6,130284,0,130284,90314.0,39970.0,0.0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,33.0,229.55,7042343.0
2018,2018,1,6,24962,0,24962,17849.0,3000.0,0.0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,4.44,636744.375
2019,2019,1,7,73830,0,73830,58905.0,14925.0,0.0,19,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,76.0,19.04,1869730.5
2020,2020,1,6,77577,0,77577,43656.0,17561.0,7011.0,22,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,89.0,49.7,2080866.75
2021,2021,1,6,95117,26082,69035,69035.0,26082.0,0.0,47,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1.0,183.79,7202141.5
2022,2022,1,7,54572,0,54572,54572.0,0.0,0.0,90,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,99.0,120.1,2664475.5
2023,2023,1,2,24600,0,24600,24600.0,0.0,0.0,106,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.0,5.66,331059.5
2024,2024,1,4,20378,0,20378,20378.0,0.0,0.0,26,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,75.0,10.29,645028.0
2025,2025,1,1,48850,0,48850,28725.0,4325.0,3700.0,116,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,75.0,65.05,1063480.5
2026,2026,1,8,104452,41376,63076,50473.0,41376.0,6150.0,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,86.0,48.62,2531070.25
2027,2027,1,4,21880,0,21880,18480.0,3000.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,71.0,4.43,635698.6875
2028,2028,1,4,84415,0,84415,63198.0,21217.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,91.0,11.77,1688612.5
2029,2029,1,4,21581,0,21581,21581.0,5616.0,0.0,28,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,2.67,383524.0
2030,2030,1,4,57212,0,57212,47346.0,0.0,0.0,96,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,23.0,11.26,1614673.625
2031,2031,1,2,131307,0,131307,131307.0,0.0,0.0,26,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,50.0,58.82,6206083.5
2032,2032,0,3,54863,0,54863,109726.0,0.0,0.0,55,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,100.0,14.21,2037720.625
2033,2033,1,3,27328,0,27328,27328.0,0.0,0.0,106,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,73.0,64.46,1416488.75
2034,2034,1,3,23200,0,23200,23200.0,0.0,0.0,58,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,66.0,5.57,669117.0
2035,2035,1,3,20457,0,20457,21700.0,0.0,0.0,109,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,54.0,70.29,1534068.25
2036,2036,1,5,38160,0,38160,34750.0,3410.0,0.0,92,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,75.0,99.42,2453333.0
2037,2037,1,6,46951,0,46951,35425.0,12600.0,1050.0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,75.0,7.24,1038045.313
2038,2038,1,4,30210,0,30210,15810.0,7200.0,7200.0,100,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,75.0,37.17,1104074.625
2039,2039,1,1,25000,0,25000,13393.0,7500.0,4107.0,52,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,75.0,65.89,1989103.875
2040,2040,1,1,25000,0,25000,24000.0,1000.0,0.0,56,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,75.0,8.61,287132.5
2041,2041,1,1,22622,0,22622,23000.0,0.0,0.0,89,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,26.56,774075.6875
2042,2042,1,3,27544,0,27544,22365.0,3744.0,0.0,99,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,94.0,17.41,1031667.5
2043,2043,1,3,21264,0,21264,21693.0,0.0,0.0,106,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,56.96,1334125.125
2044,2044,1,6,63102,0,63102,30056.0,17200.0,7299.0,24,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,93.0,10.37,1487769.5
2045,2045,1,6,26694,0,26694,25671.0,3400.0,0.0,91,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,75.0,96.28,2195160.0
2046,2046,1,5,26442,0,26442,26442.0,0.0,0.0,16,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,96.0,23.68,767323.3125
2047,2047,1,12,66924,0,66924,66924.0,0.0,0.0,87,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,85.0,220.86,4916451.5
2048,2048,1,6,24396,0,24396,17426.0,6970.0,0.0,8,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,75.0,18.2,684234.875
2049,2049,1,6,49310,0,49310,45472.0,0.0,0.0,16,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,61.0,47.26,1831722.875
2050,2050,1,6,25200,0,25200,26450.0,7935.0,0.0,14,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,75.0,19.31,839011.3125
2051,2051,0,4,26294,0,26294,26294.0,0.0,0.0,49,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,89.0,4.02,577347.625
2052,2052,1,4,36192,0,36192,36192.0,0.0,0.0,11,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,81.0,15.34,987288.8125
2053,2053,1,6,31008,0,31008,24249.0,6759.0,0.0,105,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,10.0,45.33,2249130.0
2054,2054,1,5,53088,0,53088,53088.0,5508.0,0.0,37,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,76.0,9.73,1395581.625
2055,2055,1,4,20407,0,20407,17000.0,0.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,73.0,3.54,507625.5
2056,2056,1,7,47415,0,47415,25884.0,7000.0,5713.0,27,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,75.0,10.31,1478979.25
2057,2057,1,5,21294,0,21294,21294.0,0.0,0.0,25,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,80.0,4.19,600368.0
2058,2058,1,5,30796,9502,21294,21294.0,0.0,0.0,25,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,68.0,4.67,669787.8125
2059,2059,1,4,43441,13189,30252,43441.0,13189.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96.0,5.4,775007.6875
2060,2060,1,5,80083,24418,55665,56755.0,24333.0,0.0,17,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,96.0,10.55,1513700.625
2061,2061,0,6,47321,0,47321,47321.0,37661.0,0.0,7,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,87.0,11.99,1719772.75
2062,2062,1,3,22960,0,22960,22960.0,0.0,0.0,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,95.38,2266983.0
2063,2063,1,5,61107,0,61107,60162.0,0.0,0.0,50,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,93.0,10.32,1479728.75
2064,2064,1,4,42720,0,42720,42720.0,0.0,0.0,32,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,67.0,9.7,1391916.0
2065,2065,1,3,21892,0,21892,21892.0,0.0,0.0,107,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,100.0,16.47,477284.0938
2066,2066,1,8,80705,0,80705,80705.0,0.0,0.0,24,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,95.0,22.94,1686765.875
2067,2067,1,1,22778,0,22778,21194.0,12923.0,3720.0,68,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,75.0,120.86,2470566.0
2068,2068,1,2,21562,0,21562,21052.0,400.0,0.0,60,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,20.0,37.28,866806.0
2069,2069,1,5,31570,0,31570,31570.0,0.0,0.0,56,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,84.0,16.89,1066775.25
2070,2070,1,1,25753,0,25753,25753.0,0.0,0.0,57,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,62.51,1378130.25
2071,2071,1,3,36702,0,36702,27498.0,9204.0,0.0,28,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,90.0,4.74,680062.5
2072,2072,5,2,46613,0,46613,34642.0,0.0,0.0,94,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,34.0,59.86,2148565.0
2073,2073,1,3,22982,0,22982,17164.0,5818.0,0.0,54,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,75.0,4.24,607579.6875
2074,2074,1,3,25016,0,25016,25016.0,0.0,0.0,58,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,86.0,3.88,557082.1875
2075,2075,1,3,26896,0,26896,26896.0,0.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.0,4.5,645055.5
2076,2076,1,3,22234,0,22234,16753.0,0.0,0.0,87,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,51.26,1117658.75
2077,2077,1,5,62190,0,62190,57311.0,22714.0,0.0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,32.0,63.23,2520310.0
2078,2078,1,4,26472,0,26472,26472.0,0.0,0.0,37,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.0,3.78,541950.875
2079,2079,0,5,92342,0,92342,92342.0,38940.0,0.0,23,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,25.0,88.0,4155007.75
2080,2080,1,1,24200,0,24200,24200.0,0.0,0.0,48,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,73.0,22.38,826488.6875
2081,2081,1,5,33274,0,33274,27180.0,12344.0,0.0,18,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,96.0,28.04,1113457.75
2082,2082,1,2,31457,0,31457,21073.0,0.0,0.0,68,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,81.0,54.02,1241410.5
2083,2083,1,4,26246,0,26246,26246.0,0.0,0.0,99,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,60.0,89.49,1893293.125
2084,2084,1,4,32615,0,32615,29353.0,3262.0,0.0,55,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92.0,3.82,548201.5
2085,2085,1,4,23513,2211,21302,15200.0,2600.0,1800.0,35,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,75.0,49.79,1740568.25
2086,2086,1,6,25800,0,25800,25800.0,2550.0,0.0,14,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,90.0,4.31,618670.875
2087,2087,1,5,82514,0,82514,82514.0,0.0,0.0,18,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,85.0,42.93,2105912.75
2088,2088,1,3,22202,0,22202,22202.0,0.0,0.0,39,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,80.0,3.63,521341.9063
2089,2089,1,4,71280,0,71280,48756.0,0.0,0.0,27,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,54.0,11.54,1656025.625
2090,2090,1,3,24259,0,24259,22348.0,1911.0,0.0,50,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,75.0,3.81,547084.375
2091,2091,1,3,66610,0,66610,66720.0,0.0,0.0,22,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,18.81,640377.0
2092,2092,1,1,36000,0,36000,34000.0,1400.0,0.0,66,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,75.0,58.79,3646053.75
2093,2093,1,3,24650,0,24650,24650.0,0.0,0.0,93,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,89.0,29.22,969682.8125
2094,2094,1,3,30040,0,30040,30040.0,0.0,0.0,102,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,89.0,60.08,1400962.25
2095,2095,1,3,36885,0,36885,27447.0,9438.0,0.0,26,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92.0,5.45,782483.125
2096,2096,1,5,49649,0,49649,32753.0,16896.0,0.0,16,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96.0,5.74,823346.0
2097,2097,1,3,28094,0,28094,28094.0,0.0,0.0,61,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,63.0,6.45,924963.875
2098,2098,1,4,22795,0,22795,22795.0,0.0,0.0,89,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,92.0,48.16,1083467.125
2099,2099,1,7,289076,0,289076,197688.0,97744.0,0.0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,98.0,35.36,4545148.0
2100,2100,1,3,32962,0,32962,26941.0,6021.0,0.0,29,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,83.0,5.0,717197.8125
2101,2101,1,3,21996,0,21996,18364.0,3632.0,0.0,47,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75.0,4.09,586827.5
2102,2102,1,2,23222,0,23222,15006.0,0.0,0.0,78,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,62.0,55.06,1219863.125
2103,2103,1,3,63590,0,63590,49133.0,14457.0,0.0,21,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,70.0,8.82,1265657.25
2104,2104,1,3,23346,0,23346,23346.0,0.0,0.0,30,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,53.0,6.41,919048.6875
2105,2105,1,2,24476,0,24476,7501.0,5872.0,5375.0,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,75.0,91.69,2662054.25
2106,2106,0,2,24750,0,24750,19240.0,2050.0,1250.0,106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,75.0,28.07,782343.8125
2107,2107,1,3,27792,0,27792,27792.0,0.0,0.0,92,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,94.0,27.71,941366.5
2108,2108,1,5,23600,0,23600,23600.0,0.0,0.0,108,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,96.0,80.06,1815371.25
2109,2109,1,3,60000,0,60000,48783.0,0.0,0.0,112,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,52.0,121.63,3625407.5
2110,2110,1,2,46560,0,46560,46560.0,0.0,0.0,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75.0,17.31,690557.6875
2111,2111,1,4,35138,0,35138,29647.0,5491.0,0.0,52,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,86.0,4.76,682249.625
